Age;Gender;MaritalStatus;ChildrenNumber;HasChildren;CountryCitizen;CountryLive;IsEthnicMinority;LanguageAtHome;EmploymentField;Income;IsUnderEmployed;SchoolDegree;SchoolMajor;HoursLearning;MoneyForLearning;MonthsProgramming
29;male;NA;NA;NA;Venezuela;Venezuela;0;Spanish;NA;NA;NA;high school diploma or equivalent (GED);NA;12;0;36
28;male;NA;NA;NA;Germany;France;0;German;NA;NA;NA;bachelor's degree;Journalism;15;100;3
54;female;NA;NA;NA;Netherlands;Netherlands;0;English;NA;NA;NA;bachelor's degree;English;15;100;6
54;male;married or domestic partnership;5;1;Sudan;Saudi Arabia;0;Arabic;office and administrative support;12000;1;bachelor's degree;Statistics;20;100;30
31;female;NA;NA;NA;Belgium;Belgium;0;Dutch;NA;NA;NA;some college credit- no degree;NA;30;0;2
27;male;NA;NA;NA;Croatia;Croatia;0;Serbo-Croatian;food and beverage;9000;0;master's degree (non-professional);Agriculture;10;0;8
18;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;NA;NA;NA;some high school;NA;15;100;14
26;male;NA;NA;NA;Ghana;Hungary;0;English;NA;NA;NA;some college credit- no degree;NA;NA;0;1
27;male;married or domestic partnership;NA;0;Hong Kong;China;0;Spanish;sales;NA;0;trade- technical- or vocational training;NA;5;0;3
31;female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bachelor's degree;Graphic Design;2;0;0
36;male;married or domestic partnership;2;1;United States of America;United States of America;0;Spanish;software development and IT;65000;0;some college credit- no degree;NA;10;500;5
45;female;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;1;bachelor's degree;Medicine;5;0;2
41;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;food and beverage;69000;0;bachelor's degree;Studio Arts;15;60;7
NA;female;married or domestic partnership;NA;0;United States of America;United States of America;0;English;education;NA;1;professional degree (MBA- MD- JD- etc.);Information Systems;12;45;3
28;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;65000;0;bachelor's degree;Creative Writing;3;16000;30
26;male;NA;NA;NA;United States of America;United States of America;0;English;Logistics;49000;0;some college credit- no degree;NA;10;180;5
31;male;married or domestic partnership;NA;0;United States of America;United States of America;1;English;software development and IT;18000;0;bachelor's degree;History;20;2000;18
26;male;NA;NA;NA;India;India;0;Bengali;software development and IT;18000;0;bachelor's degree;Civil Engineering;20;100;11
32;female;married or domestic partnership;2;1;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Psychology;20;14;1
40;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;Property Management;24000;1;bachelor's degree;Graphic Design;6;400;24
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;20
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;0;17
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;200;24
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;1000;1
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;0;24
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;25;2
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;250;5
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;0;9
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;50;3
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;0;5
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1000;180
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;10000;13
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;50;3
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;0;36
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;0;60
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;24
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;450;4
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;0;1
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;0;0
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;0;2
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;1
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;1000;3
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;50000;6
26;male;NA;NA;NA;Netherlands;Netherlands;0;Dutch;Child carer;10000;1;bachelor's degree;Sports Management;5;10;1
18;male;single- never married;NA;0;Philippines;Philippines;0;English;NA;NA;NA;high school diploma or equivalent (GED);NA;2;0;0
31;female;single- never married;NA;0;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Liberal Arts;20;0;4
26;male;NA;NA;NA;Canada;Canada;0;English;construction and extraction;40000;1;trade- technical- or vocational training;NA;6;0;6
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;20;6
32;female;NA;NA;NA;Serbia;Serbia;0;Serbo-Croatian;NA;NA;NA;some college credit- no degree;NA;50;0;6
23;male;NA;NA;NA;India;India;1;Urdu;NA;NA;NA;bachelor's degree;Electrical Engineering;30;0;2
21;male;NA;NA;NA;India;India;0;Hindi;NA;NA;NA;bachelor's degree;Computer Science;8;0;3
25;female;NA;NA;NA;India;Turkey;0;English;NA;NA;NA;bachelor's degree;Mechanical Engineering;5;NA;3
26;male;NA;NA;NA;India;India;1;Telugu;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Computer Science;7;160;12
40;male;married or domestic partnership;1;1;United States of America;United States of America;1;English;sales;70000;1;associate's degree;Computer Graphics;10;250;8
29;male;NA;NA;NA;United States of America;United States of America;0;English;Software Support;54000;0;some college credit- no degree;NA;10;100;6
22;male;NA;NA;NA;India;Netherlands;0;English;NA;NA;NA;bachelor's degree;Aviation;NA;0;4
29;female;married or domestic partnership;NA;0;Ukraine;Ukraine;0;Ukrainian;NA;NA;NA;master's degree (non-professional);Information Technology;40;500;3
36;male;married or domestic partnership;NA;0;France;France;1;Khmer;software development and IT;50000;0;bachelor's degree;Electrical Engineering;2;100;12
36;male;married or domestic partnership;1;1;Greece;Luxembourg;0;Greek;software development and IT;55000;0;master's degree (non-professional);Electrical Engineering;3;2000;60
24;male;NA;NA;NA;United States of America;United States of America;0;English;arts- entertainment- sports- or media;47000;0;bachelor's degree;Graphic Design;15;200;12
40;female;single- never married;1;1;United States of America;United States of America;1;English;software development and IT;66000;0;bachelor's degree;Political Science;15;0;0
28;female;married or domestic partnership;NA;0;India;United States of America;0;Hindi;software development and IT;95000;0;master's degree (non-professional);Electrical Engineering;3;79;2
31;female;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Culinary Arts;30;0;2
30;female;single- never married;1;1;United States of America;United States of America;1;Spanish;finance;14500;0;bachelor's degree;Communications;0;0;0
50;female;divorced;4;1;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Mechanical Engineering;10;0;1
25;female;NA;NA;NA;Zimbabwe;Zimbabwe;0;English;software development and IT;12000;0;bachelor's degree;Accounting;40;400;5
28;male;married or domestic partnership;NA;0;United States of America;United States of America;0;English;software development and IT;30000;0;some college credit- no degree;NA;20;800;18
26;male;NA;NA;NA;United States of America;United Kingdom;1;English;software development and IT;45000;0;associate's degree;Computer Networking;60;50;24
38;male;married or domestic partnership;2;1;United States of America;United States of America;1;English;Manufacturing ;64000;0;associate's degree;Information Technology;2;300;12
33;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;software development and IT;32000;1;associate's degree;Computer Networking;10;100;12
49;female;married or domestic partnership;2;1;United States of America;United States of America;1;English;NA;NA;NA;some college credit- no degree;NA;4;200;0
35;male;single- never married;NA;0;United States of America;United States of America;0;English;office and administrative support;36000;1;some college credit- no degree;NA;6;200;5
30;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;bachelor's degree;Liberal Arts;40;150;6
22;male;NA;NA;NA;Russia;Russia;0;Russian;architecture or physical engineering;6000;1;master's degree (non-professional);Industrial Engineering;14;0;4
43;male;NA;NA;NA;United States of America;United States of America;1;NA;NA;NA;NA;some college credit- no degree;NA;10;0;1
28;male;NA;NA;NA;France;France;1;French;NA;NA;NA;bachelor's degree;Linguistics;6;1500;6
27;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;some college credit- no degree;NA;5;75;24
38;male;married or domestic partnership;3;1;Fiji;Fiji;1;English;Systems and Networking engineering-  ICT;50000;0;bachelor's degree;Computer Science;10;200;3
37;female;married or domestic partnership;2;1;Portugal;Portugal;0;Portuguese;Pharmaceutical industry;NA;1;master's degree (non-professional);Engineering;NA;50;NA
41;female;married or domestic partnership;3;1;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Sociology;25;1000;18
20;male;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;high school diploma or equivalent (GED);NA;3;10;20
18;male;NA;NA;NA;Canada;Canada;0;Korean;NA;NA;NA;high school diploma or equivalent (GED);NA;1;40;24
33;male;NA;NA;NA;Greece;Greece;0;Greek;NA;NA;NA;master's degree (non-professional);Computer Science;20;600;14
33;male;married or domestic partnership;NA;0;Pakistan;Pakistan;0;Urdu;software development and IT;10000;0;bachelor's degree;Business Administration and Management;12;500;80
32;male;married or domestic partnership;1;1;India;India;0;Hindi;software development and IT;8000;0;professional degree (MBA- MD- JD- etc.);Information Technology;30;0;2
34;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Materials Engineering;2;100;2
32;male;NA;NA;NA;Canada;Canada;0;English;arts- entertainment- sports- or media;15000;1;some college credit- no degree;NA;15;150;2
28;female;NA;NA;NA;United States of America;United States of America;1;English;office and administrative support;56000;1;bachelor's degree;Japanese Language and Literature;5;200;8
26;male;NA;NA;NA;United States of America;United States of America;1;English;office and administrative support;40000;0;bachelor's degree;English;5;0;5
34;female;married or domestic partnership;3;1;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Information Systems;2;15;8
37;female;married or domestic partnership;2;1;United States of America;United States of America;1;English;health care;20000;1;bachelor's degree;Business Administration and Management;5;0;0
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2000;2
31;male;NA;NA;NA;United States of America;United States of America;0;English;sales;50000;1;high school diploma or equivalent (GED);NA;5;100;2
33;female;married or domestic partnership;NA;0;United States of America;United States of America;0;English;NA;NA;0;some college credit- no degree;NA;5;100;1
30;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;Government;44000;1;bachelor's degree;Computer Science;10;0;1
23;female;NA;NA;NA;NA;NA;0;English;NA;NA;NA;bachelor's degree;Accounting;1;0;12
27;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;Petroleum;57000;0;professional degree (MBA- MD- JD- etc.);Accounting;10;0;0
24;female;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Asian Studies;5;40;28
28;female;married or domestic partnership;1;1;India;United States of America;1;Malayalam;Automotive (Infotainment);70000;1;bachelor's degree;Computer Science;7;100;2
26;female;NA;NA;NA;India;United States of America;0;Hindi;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Finance;8;0;6
48;male;NA;NA;NA;United States of America;United States of America;0;English;health care;60000;0;bachelor's degree;Psychology;2;0;30
28;male;NA;NA;NA;India;India;0;English;software development and IT;6000;1;professional degree (MBA- MD- JD- etc.);Desktop Publishing and Digital Imaging Design;5;0;1
21;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;high school diploma or equivalent (GED);NA;8;50;0
26;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;high school diploma or equivalent (GED);NA;20;0;24
46;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;Nutraceuticals research;36000;1;master's degree (non-professional);Anthropology;10;0;10
50;male;married or domestic partnership;3;1;Algeria;Canada;0;Arabic;NA;NA;NA;bachelor's degree;Journalism;4;45;6
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;300;21
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;0;48
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;300;2
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;3
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;3500;12
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;0;5
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;0;40
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;200;2
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;1000;12
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;100;4
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;50;7
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;2000;24
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;50;48
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1500;120
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;900;24
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;0;2
22;male;NA;NA;NA;Ukraine;Ukraine;0;Russian;NA;NA;NA;associate's degree;Linguistics;30;100;0
24;male;NA;NA;NA;India;India;1;English;NA;NA;NA;bachelor's degree;Electrical and Electronics Engineering;28;100;38
50;male;married or domestic partnership;1;1;Canada;Canada;0;English;IT Project Management;128000;0;master's degree (non-professional);Computer Science;2;0;2
30;female;NA;NA;NA;United States of America;United States of America;0;English;education;12000;1;master's degree (non-professional);Linguistics;NA;NA;NA
36;male;married or domestic partnership;1;1;Taiwan;Canada;1;Mandarin Chinese;health care;40000;1;bachelor's degree;Communications;8;300;72
24;male;NA;NA;NA;United States of America;United States of America;0;English;Web Development;36000;0;bachelor's degree;Liberal Arts;3;120;12
23;female;NA;NA;NA;Norway;Norway;0;Norwegian;office and administrative support;NA;0;bachelor's degree;Political Science;6;0;1
21;male;single- never married;NA;0;United States of America;United States of America;1;English;Tech Support;22000;1;associate's degree;Computer and Information Systems Security;4;0;0
38;male;married or domestic partnership;NA;0;Indonesia;Indonesia;0;Indonesian;Digital kiosk and signage;15000;0;bachelor's degree;Advertising and Marketing;2;100;2
35;male;NA;NA;NA;France;Canada;0;French;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Accounting;30;0;14
21;male;NA;NA;NA;Canada;Canada;0;English;construction and extraction;6000;1;associate's degree;Engineering;10;0;1
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;100;0
57;male;NA;NA;NA;United States of America;United States of America;1;Indonesian;NA;NA;NA;some college credit- no degree;NA;30;200;6
29;female;NA;NA;NA;United States of America;United States of America;1;English;office and administrative support;35000;1;master's degree (non-professional);Zoology;2;0;1
39;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;some college credit- no degree;NA;0;0;0
50;female;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Liberal Arts;30;150;0
25;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;associate's degree;Mechanical Engineering;20;0;1
36;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;office and administrative support;50000;1;bachelor's degree;Business Administration;10;400;6
62;female;married or domestic partnership;3;1;United States of America;United States of America;0;English;NA;NA;NA;Ph.D.;Physics;35;50;2
29;male;NA;NA;NA;Australia;Australia;0;English;Network Admin;NA;0;high school diploma or equivalent (GED);NA;0;50;0
40;male;single- never married;1;1;United States of America;United States of America;1;English;Warehouse;25000;1;high school diploma or equivalent (GED);NA;20;0;1
23;male;NA;NA;NA;United States of America;United States of America;0;English;Web developer and designer;15000;0;bachelor's degree;Graphic Design;3;30;6
34;male;NA;NA;NA;United States of America;United States of America;0;English;office and administrative support;16000;1;associate's degree;Information Technology;10;0;12
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;200;12
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;0;4
27;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;software development;70000;0;master's degree (non-professional);Information Technology;20;20;60
49;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;software development and IT;120000;0;master's degree (non-professional);Business Administration;10;100;60
47;male;NA;NA;NA;NA;United States of America;1;English;software development and IT;NA;1;some college credit- no degree;NA;84;NA;408
34;male;married or domestic partnership;NA;0;Mexico;United States of America;1;English;software development and IT;80000;0;bachelor's degree;Computer Software Engineering;2;0;156
24;female;NA;NA;NA;Canada;Canada;0;English;software development and IT;53855;0;bachelor's degree;Cognitive Science;7;0;24
26;male;NA;NA;NA;United States of America;United States of America;0;English;scientific research;30000;0;bachelor's degree;Cellular Biology;20;0;12
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5000;192
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;30;16
20;male;NA;NA;NA;Canada;Canada;1;Marathi;NA;NA;NA;high school diploma or equivalent (GED);NA;12;0;4
18;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some college credit- no degree;NA;45;0;5
26;genderqueer;married or domestic partnership;1;1;United States of America;United States of America;1;English;software development and IT;20000;1;bachelor's degree;Computer Science;17;4000;5
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;1000;12
26;male;NA;NA;NA;United States of America;United States of America;1;English;arcade minor tech;20068;0;some high school;NA;NA;0;NA
19;male;NA;NA;NA;United States of America;United States of America;1;Spanish;NA;NA;NA;high school diploma or equivalent (GED);NA;35;0;NA
22;female;NA;NA;NA;Nigeria;Nigeria;0;English;NA;NA;NA;bachelor's degree;Engineering;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;100;9
26;male;NA;NA;NA;Colombia;Spain;1;French;software development and IT;6000;1;some college credit- no degree;NA;4;100;6
22;male;single- never married;0;1;Vietnam;Vietnam;1;Vietnamese;NA;NA;NA;no high school (secondary school);NA;1;2;2
27;male;NA;NA;NA;Russia;Russia;0;Russian;NA;NA;NA;bachelor's degree;Computer Systems Technician;12;2;12
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;20000;5
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;111
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23;NA;1
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23;NA;NA
25;female;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;30000;0;bachelor's degree;History;30;11000;12
21;male;single- never married;NA;0;China;China;1;Mandarin Chinese;NA;NA;NA;some high school;NA;8;NA;3
30;male;married or domestic partnership;2;1;Canada;Canada;0;English;software development and IT;60000;0;master's degree (non-professional);Political Science;5;30000;50
25;male;married or domestic partnership;NA;0;United States of America;United States of America;0;English;software development and IT;57000;0;trade- technical- or vocational training;NA;2;300;18
25;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;bachelor's degree;Mathematics;10;19000;24
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;32;6
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;14
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;200;3
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;14;15
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70;100;70
30;female;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Liberal Arts;40;40000;12
43;male;separated;1;1;United States of America;United States of America;1;Spanish;Front-End Developer / WordPress;23000;0;some college credit- no degree;NA;5;3000;24
22;male;NA;NA;NA;Moldova;Moldova;0;Romanian;software development and IT;6000;0;bachelor's degree;Computer Science;50;50;36
18;male;NA;NA;NA;Kenya;Kenya;0;English;software development and IT;NA;0;high school diploma or equivalent (GED);NA;20;NA;6
21;male;single- never married;NA;0;Kyrgyzstan;Kyrgyzstan;1;Russian;NA;NA;NA;bachelor's degree;Computer Science;20;50;6
21;male;married or domestic partnership;1;1;Vietnam;Vietnam;1;Vietnamese;software development and IT;20000;0;professional degree (MBA- MD- JD- etc.);Math;70;3000;24
28;male;single- never married;NA;0;Malaysia;Malaysia;1;English;software development and IT;7000;1;bachelor's degree;Robotics and Automation Engineering;100;3000;72
22;female;divorced;NA;0;Vietnam;Vietnam;1;Vietnamese;NA;NA;NA;bachelor's degree;Information Systems;10;1200;15
29;male;single- never married;NA;0;Iran;Iran;0;Persian;NA;NA;NA;master's degree (non-professional);Software Engineering;5;1000;36
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;NA;6
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;50;24
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;10000;24
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;NA;3
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5000;12
20;male;single- never married;NA;0;Egypt;Egypt;1;Arabic;NA;NA;NA;high school diploma or equivalent (GED);NA;14;NA;12
27;male;single- never married;NA;0;Croatia;Croatia;0;Croatian;software development and IT;12000;0;bachelor's degree;Computer Science;NA;800;36
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;200
13;male;NA;NA;NA;Netherlands;Netherlands;0;Dutch;NA;NA;NA;some high school;NA;14;0;36
32;male;married or domestic partnership;1;1;Nigeria;Nigeria;0;Igbo;NA;NA;NA;associate's degree;Electrical and Electronics Engineering;NA;0;1
20;male;NA;NA;NA;India;India;0;Hindi;NA;NA;NA;some college credit- no degree;NA;9;0;6
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;1800;72
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;15
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;0;3
30;male;NA;NA;NA;United States of America;United States of America;0;English;sales;8000;1;some college credit- no degree;NA;NA;2;1
NA;male;NA;NA;NA;Nigeria;Nigeria;1;English;NA;NA;NA;bachelor's degree;Petroleum Engineering;7;110;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;1;3
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;50;36
33;male;married or domestic partnership;1;1;France;France;0;French;software development and IT;36000;0;master's degree (non-professional);Computer Software Engineering;12;200;120
40;male;married or domestic partnership;3;1;Dominican Republic;Dominican Republic;0;Spanish;software development and IT;24400;0;professional degree (MBA- MD- JD- etc.);Software Engineering;3;3000;180
42;male;married or domestic partnership;1;1;United States of America;United States of America;1;Romanian;sales;62000;0;some college credit- no degree;NA;35;0;8
37;genderqueer;married or domestic partnership;NA;0;United States of America;United States of America;0;Yiddish;health care;150000;1;master's degree (non-professional);Research and Experimental Psychology;7;1000;2
25;male;NA;NA;NA;United States of America;United States of America;0;English;construction and extraction;45000;0;some college credit- no degree;NA;6;0;2
30;male;NA;NA;NA;Brazil;Brazil;0;Portuguese;software development and IT;18000;0;bachelor's degree;Industrial Design;24;200;100
32;male;single- never married;1;1;United States of America;United States of America;0;English;arts- entertainment- sports- or media;24000;0;high school diploma or equivalent (GED);NA;10;0;1
26;male;NA;NA;NA;Romania;United Kingdom;1;Romanian;Car detailing;29000;1;bachelor's degree;Electrical Engineering Technician;10;0;2
21;male;NA;NA;NA;United States of America;United States of America;0;English;arts- entertainment- sports- or media;NA;1;some college credit- no degree;NA;30;0;3
42;female;married or domestic partnership;NA;0;United Kingdom;United Kingdom;0;English;law enforcement and fire and rescue;NA;0;bachelor's degree;Public Health;5;0;2
23;male;NA;NA;NA;Egypt;Egypt;0;Arabic;software development;NA;0;high school diploma or equivalent (GED);NA;30;0;8
30;male;NA;NA;NA;Sweden;Chile;0;Swedish;software development;NA;0;bachelor's degree;Political Science;35;600;7
28;female;NA;NA;NA;United States of America;United States of America;0;English;farming- fishing- and forestry;NA;0;high school diploma or equivalent (GED);NA;20;NA;14
35;male;NA;NA;NA;Italy;Italy;0;Italian;software development;NA;0;master's degree (non-professional);Mechanical Engineering;40;500;10
21;female;NA;NA;NA;United States of America;United States of America;0;English;Design/Development;NA;0;bachelor's degree;Graphic Design;5;100;84
18;female;NA;NA;NA;Canada;Canada;1;English;software development;NA;0;high school diploma or equivalent (GED);NA;30;0;24
22;male;NA;NA;NA;Brazil;Brazil;0;Portuguese;software development;NA;0;some college credit- no degree;NA;10;0;12
23;male;NA;NA;NA;United States of America;United States of America;0;English;consulting;NA;0;bachelor's degree;Business Administration;8;200;2
30;male;married or domestic partnership;NA;0;Australia;Australia;0;English;software development;NA;0;trade- technical- or vocational training;NA;3;100;36
36;male;married or domestic partnership;1;1;United States of America;United States of America;1;English;software development and IT;NA;1;bachelor's degree;Economics;30;4000;36
26;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;some college credit- no degree;NA;20;3000;24
31;male;NA;NA;NA;Colombia;Colombia;0;Spanish;software development and IT;NA;1;professional degree (MBA- MD- JD- etc.);Electrical Engineering;20;0;6
30;male;NA;NA;NA;NA;United States of America;1;English;software development and IT;NA;1;bachelor's degree;Economics;30;NA;3
16;male;single- never married;NA;0;United States of America;United States of America;0;English;software development and IT;NA;0;high school diploma or equivalent (GED);NA;12;30;12
16;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;some high school;NA;30;100;8
22;male;NA;NA;NA;United States of America;United States of America;0;English;education;NA;NA;bachelor's degree;Liberal Arts;NA;200;9
19;male;NA;NA;NA;India;India;0;English;software development and IT;NA;0;bachelor's degree;Computer Science;7;0;5
26;male;NA;NA;NA;India;India;0;Hindi;construction and extraction;NA;0;professional degree (MBA- MD- JD- etc.);Civil Engineering;10;100;2
18;male;NA;NA;NA;India;India;1;Hindi;software development and IT;NA;1;bachelor's degree;Computer Science;10;0;6
36;female;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;bachelor's degree;Liberal Arts;30;12000;15
35;male;NA;NA;NA;Czech Republic;Czech Republic;0;Czech;sales;NA;0;high school diploma or equivalent (GED);NA;30;30;4
